partnership,ghgrp_id,frs_id,primary_naics,oris,longitude_wgs84,latitude_wgs84,source_name,operator,address,city,state_prov_name,state_prov_abbrv,state_location,source_type,source_type_common,epa_ind_subpart,epa_sector,fuel,co2_tonne,co2_bio,year,data_source,comments,featid
MRCSP,1010278,1.10E+11,212112,,-81.6692532,37.8317799,CAMPBELLS CREEK NO. 10,,33207 POND FORK ROAD,WHARTON,WEST VIRGINIA,WV,,,MINING,FF,Other,,,,2013,U.S. EPA GHG Reporting Program,,1326
PCOR,1006660,1.10E+11,221112,,-99.712078,40.737741,CANADAY,,74965 RD 435,LEXINGTON,NEBRASKA,NE,,,ELECTRICITY,"C,D",Power Plants,,2268,,2013,U.S. EPA GHG Reporting Program,,1327
SWP,1001589,1.10E+11,211112,,-98.18924797,35.57904619,CANA GAS PLANT,,,CALUMET,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,142746,,2013,U.S. EPA GHG Reporting Program,,1328
SECARB,1000972,1.10E+11,221112,,-80.62279222,33.06496483,CANADYS STEAM,,13139 AUGUSTA HWY,WALTERBORO,SOUTH CAROLINA,SC,,,ELECTRICITY,"C,D",Power Plants,,735993,,2013,U.S. EPA GHG Reporting Program,,1329
NATCARB,1000658,1.10E+11,221112,,-70.50919522,41.77067056,CANAL STATION,,9 FREEZER ROAD,SANDWICH,MASSACHUSETTS,MA,,,ELECTRICITY,"C,D",Power Plants,,77486,,2013,U.S. EPA GHG Reporting Program,,1330
SECARB,1001098,1.10E+11,221112,,-81.5486111,28.26351384,CANE ISLAND,,6075 OLD TAMPA HIGHWAY,INTERCESSION CITY,FLORIDA,FL,,,ELECTRICITY,"C,D",Power Plants,,1218320,,2013,U.S. EPA GHG Reporting Program,,1331
PCOR,1000488,1.10E+11,221112,,-92.915479,44.53674,CANNON FALLS ENERGY CENTER,,525 N PARK DR,CANNON FALLS,MINNESOTA,MN,,,ELECTRICITY,"C,D",Power Plants,,74580,,2013,U.S. EPA GHG Reporting Program,,1332
MRCSP,1010724,1.10E+11,211111,,-77.25434237,41.20304822,CANOE RUN COMPRESSOR STATION,,3726 CANOE RUN ROAD,JERSEY SHORE,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,26066,,2013,U.S. EPA GHG Reporting Program,,1333
MRCSP,1011201,1.10E+11,213112,,-80.215973,39.922436,CANTARAL COMPRESSOR STATION,,558 PISGAH RIDGE ROAD,WAYNESURGH,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,30175,,2013,U.S. EPA GHG Reporting Program,,1334
MRCSP,1009529,1.10E+11,332111,,-81.41308364,40.76628797,CANTON DROP FORGE,,4575 SOUTHWAY STREET S.W.,CANTON,OHIO,OH,,,INDUSTRIAL,C,Other,,42870,,2013,U.S. EPA GHG Reporting Program,,1335
WESTCARB,1000566,1.10E+11,221112,,-117.8614521,33.85767489,CANYON POWER PLANT,,3071 E. MIRALOMA AVENUE,"ANAHEIM, CA",CALIFORNIA,CA,,,ELECTRICITY,D,Power Plants,,58057,,2013,U.S. EPA GHG Reporting Program,,1336
SECARB,1002631,1.10E+11,213112,,-88.06682593,29.1950923,CANYON STATION MP-261,,,OFFSHORE,LOUISIANA,LA,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,31144,,2013,U.S. EPA GHG Reporting Program,,1337
SECARB,1007650,1.10E+11,221112,,-80.76738782,28.46810832,CAPE CANAVERAL,,6000 NORTH US HWY 1,COCOA,FLORIDA,FL,,,ELECTRICITY,D,Power Plants,,1712110,,2013,U.S. EPA GHG Reporting Program,,1338
SECARB,1000785,1.10E+11,221112,,-79.16738078,35.66083219,CAPE FEAR STEAM ELECTRIC PLANT,,500 CP&L ROAD,MONCURE,NORTH CAROLINA,NC,,,ELECTRICITY,C,Power Plants,,1051,,2013,U.S. EPA GHG Reporting Program,,1339
WESTCARB,1010389,1.10E+11,562212,,-134.5434805,58.35935428,CAPITOL DISPOSAL LANDFILL,,5600 TONSGARD COURT,JUNEAU,ALASKA,AK,,,WASTE MANAGEMENT,"C,HH",Waste,,341,,2013,U.S. EPA GHG Reporting Program,,1340
NATCARB,1001247,1.10E+11,221112,,-72.69204808,41.76416077,CAPITOL DISTRICT ENERGY CENTER,,490 CAPITOL AVE,HARTFORD,CONNECTICUT,CT,,,ELECTRICITY,"C,D",Power Plants,,25282,,2013,U.S. EPA GHG Reporting Program,,1341
SWP,1000960,1.10E+11,221112,,-110.8643511,39.72724583,CARBON,,,HELPER,UTAH,UT,,,ELECTRICITY,D,Power Plants,,1235585,,2013,U.S. EPA GHG Reporting Program,,1342
MRCSP,1000839,1.10E+11,221112,,-80.64917037,40.2519519,CARDINAL,,306 COUNTY ROAD 7 EAST,BRILLIANT,OHIO,OH,,,ELECTRICITY,"C,D",Power Plants,,9870069,,2013,U.S. EPA GHG Reporting Program,,1343
BSCSP,1004225,1.10E+11,327211,,-122.9248997,46.54699556,CARDINAL FG COMPANY,,545 AVERY ROAD WEST,WINLOCK,WASHINGTON,WA,,,INDUSTRIAL,"C,N,U",Minerals,,103220,,2013,U.S. EPA GHG Reporting Program,,1344
SECARB,1000407,1.10E+11,311221,,-90.1333058,35.08079648,CARGILL CORN MILLING,,2330 BUOY ST,MEMPHIS,TENNESSEE,TN,,,AG PROCESSING,C,Other,,350645,,2013,U.S. EPA GHG Reporting Program,,1345
PCOR,1006425,1.10E+11,311221,,-96.104006,41.531291,CARGILL CORN MILLING NORTH AMERICA,,650 INDUSTRIAL PARK DRIVE,BLAIR,NEBRASKA,NE,,,ETHANOL,"C,II","Other,Waste",,464501,2468,2013,U.S. EPA GHG Reporting Program,,1346
SECARB,1005124,1.10E+11,311222,,-80.90098313,35.16911685,CARGILL INC,,5000 SOUTH BLVD,CHARLOTTE,NORTH CAROLINA,NC,,,AG PROCESSING,C,Other,,15799,,2013,U.S. EPA GHG Reporting Program,,1347
PCOR,1006258,1.10E+11,311222,,-96.391329,42.502441,CARGILL INCORPORATED,,1016 CLARK ST.,SIOUX CITY,IOWA,IA,,,AG PROCESSING,C,Other,,60530,,2013,U.S. EPA GHG Reporting Program,,1348
PCOR,1003061,1.10E+11,311222,,-91.646397,41.970093,CARGILL INCORPORATED,,411 6TH ST. N.E.,CEDAR RAPIDS,IOWA,IA,,,AG PROCESSING,C,Other,,29481,,2013,U.S. EPA GHG Reporting Program,,1349
PCOR,1003146,1.10E+11,311222,,-93.265507,42.513246,CARGILL INCORPORATED,,602 INDUSTRIAL RD.,IOWA FALLS,IOWA,IA,,,AG PROCESSING,C,Other,,50800,,2013,U.S. EPA GHG Reporting Program,,1350
PCOR,1007296,1.10E+11,311213,,-98.498057,46.926821,CARGILL MALT,,3349 94TH AVE. SE,SPIRITWOOD,NORTH DAKOTA,ND,,,AG PROCESSING,C,Other,,42724,,2013,U.S. EPA GHG Reporting Program,,1351
PCOR,1010327,1.10E+11,311611,,-92.393339,41.003532,CARGILL MEAT SOLUTIONS,,600 SOUTH IOWA AVE,OTTUMWA,IOWA,IA,,,AG PROCESSING,"C,II","Other,Waste",,21910,2093,2013,U.S. EPA GHG Reporting Program,,1352
SWP,1010356,1.10E+11,311611,,-102.722069,34.6305358,CARGILL MEAT SOLUTIONS,,1530 U.S. HWY 60,FRIONA,TEXAS,TX,,,AG PROCESSING,"C,II","Other,Waste",,30013,15144,2013,U.S. EPA GHG Reporting Program,,1353
MRCSP,1003753,1.10E+11,311611,,-76.28454209,41.70337835,CARGILL MEAT SOLUTIONS CORP,,1252 ROUTE 706,WYALUSING,PENNSYLVANIA,PA,,,ETHANOL,"C,II","Other,Waste",,14515,893,2013,U.S. EPA GHG Reporting Program,,1354
SWP,1010269,1.10E+11,311611,,-101.7270887,34.19733578,CARGILL MEAT SOLUTIONS CORPORATION,,2226 FM 3183,PLAINVIEW,TEXAS,TX,,,AG PROCESSING,"C,II","Other,Waste",,889,2835,2013,U.S. EPA GHG Reporting Program,,1355
PCOR,1000855,1.10E+11,311611,,-97.095,41.4514,CARGILL MEAT SOLUTIONS CORPORATION,,"490 ROAD 9, PO BOX 544",SCHUYLER,NEBRASKA,NE,,,AG PROCESSING,"C,II","Other,Waste",,30774,8660,2013,U.S. EPA GHG Reporting Program,,1356
PCOR,1002014,1.10E+11,311222,,-93.740702,41.593789,CARGILL OILSEEDS,,3030 EAST GRANGER,DES MOINES,IOWA,IA,,,AG PROCESSING,C,Other,,9347,4753,2013,U.S. EPA GHG Reporting Program,,1357
SECARB,1003495,1.10E+11,311222,,-78.84789051,35.08681591,"CARGILL, INC.",,1754 RIVER ROAD,FAYETTEVILLE,NORTH CAROLINA,NC,,,AG PROCESSING,C,Other,,31314,10400,2013,U.S. EPA GHG Reporting Program,,1358
PCOR,1011065,1.10E+11,325193,,-94.31383,42.50911,"CARGILL, INCORPORATED",,1950 HARVEST AVENUE,FORT DODGE,IOWA,IA,,,ETHANOL,"C,II","Other,Waste",,21160,193,2013,U.S. EPA GHG Reporting Program,,1359
SECARB,1001434,1.10E+11,221112,,-91.36267315,35.26140046,CARL BAILEY,,585 WOODRUFF 816,AUGUSTA,ARKANSAS,AR,,,ELECTRICITY,"C,D",Power Plants,,11027,,2013,U.S. EPA GHG Reporting Program,,1360
MRCSP,1007521,1.10E+11,562212,,-83.38545436,42.13333813,CARLETON FARMS LANDFILL,,28800 CLARK RD,SUMPTER TWP,MICHIGAN,MI,,,WASTE MANAGEMENT,"C,HH",Waste,,27,,2013,U.S. EPA GHG Reporting Program,,1361
SECARB,1004724,1.10E+11,327211,,-86.87813,36.18364,"CARLEX GLASS AMERICA, LLC",,7200 CENTENNIAL BLVD.,NASHVILLE,TENNESSEE,TN,,,INDUSTRIAL,"C,N",Minerals,,100542,,2013,U.S. EPA GHG Reporting Program,,1362
MRCSP,1000733,1.10E+11,221112,,-75.23848162,39.44549795,CARLLS CORNER ENERGY CENTER,,BURLINGTON ROAD,UPPER DEERFIELD TWP,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,29265,,2013,U.S. EPA GHG Reporting Program,,1363
MRCSP,1004187,1.10E+11,327410,,-87.41084073,41.60206763,"CARMEUSE LIME, INC. BUFFINGTON",,1 NORTH CARMEUSE DRIVE,GARY,INDIANA,IN,,,CEMENT PLANT,"C,S",Minerals,,862234,610,2013,U.S. EPA GHG Reporting Program,,1364
MRCSP,1005877,1.10E+11,221112,,-75.48180171,39.69490799,CARNEYS POINT,,500 SHELL RD,CARNEYS POINT,NEW JERSEY,NJ,,,ELECTRICITY,C,Power Plants,,1158175,,2013,U.S. EPA GHG Reporting Program,,1365
SECARB,1007121,1.10E+11,562212,,-65.97126713,18.37819183,CAROLINA LANDFILL,,"CARR. PR-874 FINAL, KM. 1.7, BO. HOYOS MULAS",CAROLINA,PUERTO RICO,PR,,,WASTE MANAGEMENT,"C,HH",Waste,,1,,2013,U.S. EPA GHG Reporting Program,,1366
MRCSP,1001257,1.10E+11,221112,,-76.05696212,43.07515862,CARR STREET GENERATING STATION,,64 CARR ST,EAST SYRACUSE,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,19378,,2013,U.S. EPA GHG Reporting Program,,1367
MRCSP,1011112,1.10E+11,211111,,-81.01343,40.54279,CARROLLTON COMPRESSOR STATION,,2098 PANDA RD SE,CARROLLTON,OHIO,OH,,,PETROLEUM/NATURAL GAS,C,Petroleum and Natural Gas Systems,,33084,,2013,U.S. EPA GHG Reporting Program,,1368
WESTCARB,1001127,1.10E+11,221112,,-121.462566,38.44586643,CARSON COGENERATION,,8580 LAGUNA STATION RD,ELK GROVE,CALIFORNIA,CA,,,ELECTRICITY,"C,D",Power Plants,,195323,11528,2013,U.S. EPA GHG Reporting Program,,1369
WESTCARB,1000422,1.10E+11,221112,,-118.2494561,33.87583787,CARSON COGENERATION COMPANY,,17171 S CENTRAL AVE,CARSON,CALIFORNIA,CA,,,ELECTRICITY,D,Power Plants,,125052,,2013,U.S. EPA GHG Reporting Program,,1370
BSCSP,1008031,1.10E+11,211112,,-110.9129209,41.57234907,CARTER CREEK,,1013 CHEYENNE DRIVE,EVANSTON,WYOMING,WY,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,119620,,2013,U.S. EPA GHG Reporting Program,,1371
SECARB,1004382,1.10E+11,211112,,-94.27436954,32.14807172,CARTHAGE,,356 FM 959,CARTHAGE,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,55554,,2013,U.S. EPA GHG Reporting Program,,1372
SECARB,1010251,1.10E+11,486210,,-94.2743628,32.148066,CARTHAGE EAST GAS PLANT,,1423 CR 401,CARTHAGE,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,34294,,2013,U.S. EPA GHG Reporting Program,,1373
MRCSP,1001218,1.10E+11,221112,,-75.62828204,43.9816688,CARTHAGE ENERGY,,701 WEST END AVE,CARTHAGE,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,1552,150,2013,U.S. EPA GHG Reporting Program,,1374
NATCARB,1005715,1.10E+11,562212,,-70.7406363,41.85874257,CARVER-MARION-WAREHAM LANDFILL,,118 FEDERAL ROAD,CARVER,MASSACHUSETTS,MA,,,WASTE MANAGEMENT,"C,HH",Waste,,94,,2013,U.S. EPA GHG Reporting Program,,1375
PCOR,1001017,1.10E+11,221112,,-92.49080728,44.03220793,CASCADE CREEK,,1814 SEVENTH ST NW,ROCHESTER,MINNESOTA,MN,,,ELECTRICITY,"C,D",Power Plants,,4983,,2013,U.S. EPA GHG Reporting Program,,1376
BSCSP,1002816,1.10E+11,211112,,-106.2479944,42.85510552,CASPER GAS PLANT AND COMPRESSOR STATION,,5750 E YELLOWSTONE HWY,CASPER,WYOMING,WY,,,PETROLEUM/NATURAL GAS,"C,NN-FRAC,W-PROC,W-NGTC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,26294,,2013,U.S. EPA GHG Reporting Program,,1377
PCOR,1008168,1.10E+11,221112,,-95.964228,40.948767,CASS COUNTY STATION,,3520 MILL ROAD,PLATTSMOUTH,NEBRASKA,NE,,,ELECTRICITY,"C,D",Power Plants,,53064,,2013,U.S. EPA GHG Reporting Program,,1378
MRCSP,1001206,1.10E+11,221112,,-73.74807433,42.5490596,"CASTLETON POWER, LLC",,1902 RIVER ROAD ROUTE 9J,CASTLETON ON HUDSON,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,52379,,2013,U.S. EPA GHG Reporting Program,,1379
SWP,1008831,1.10E+11,486210,,-95.7624623,34.9326082,CATCHER RANCH GAS PLANT,,,MCALESTER,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,78719,,2013,U.S. EPA GHG Reporting Program,,1380
MRCSP,1007913,1.10E+11,324110,,-82.59717977,38.37622345,"CATLETTSBURG REFINING, LLC",,11631 US ROUTE 23,CATLETTSBURG,KENTUCKY,KY,,,REFINERIES/CHEMICAL,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",,2051058,,2013,U.S. EPA GHG Reporting Program,,1381
SECARB,1007502,1.10E+11,562212,,-85.169071,34.883651,CATOOSA COUNTY MUNICIPAL SOLID WASTE LANDFILL,,912 SHOPE RIDGE ROAD,RINGGOLD,GEORGIA,GA,,,WASTE MANAGEMENT,"C,HH",Waste,,,4001,2013,U.S. EPA GHG Reporting Program,,1382
PCOR,1006865,1.10E+11,311411,,-98.6254,46.908,CAVENDISH FARMS,,5855 3RD ST SE,JAMESTOWN,NORTH DAKOTA,ND,,,AG PROCESSING,C,Other,,33182,,2013,U.S. EPA GHG Reporting Program,,1383
MRCSP,1006950,1.10E+11,221112,,-76.63449504,42.6027353,"CAYUGA OPERATING COMPANY, LLC",,228 CAYUGA DR,LANSING,NEW YORK,NY,,,ELECTRICITY,"C,D",Power Plants,,823307,,2013,U.S. EPA GHG Reporting Program,,1384
MRCSP,1004812,1.10E+11,562212,,-75.84790183,39.62257796,CECIL COUNTY CENTRAL LANDFILL,,758 EAST OLD PHILADELPHIA ROAD,ELKTON,MARYLAND,MD,,,WASTE MANAGEMENT,"C,HH",Waste,,106,,2013,U.S. EPA GHG Reporting Program,,1385
SECARB,1001429,1.10E+11,221112,,-92.19763634,34.75517632,CECIL LYNCH,,5800 LYNCH DRIVE,NORTH LITTLE ROCK,ARKANSAS,AR,,,ELECTRICITY,"C,D",Power Plants,,2,,2013,U.S. EPA GHG Reporting Program,,1386
SECARB,1000496,1.10E+11,221112,,-81.60733113,30.42180677,CEDAR BAY GENERATING CO. LP,,9640 EASTPORT ROAD,JACKSONVILLE,FLORIDA,FL,,,ELECTRICITY,C,Power Plants,,1190500,1672,2013,U.S. EPA GHG Reporting Program,,1387
SECARB,1000929,1.10E+11,221112,,-94.9233398,29.74972721,CEDAR BAYOU,,7705 WEST BAY ROAD,BAYTOWN,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,688930,,2013,U.S. EPA GHG Reporting Program,,1388
SECARB,1000547,1.10E+11,221112,,-94.9233398,29.74972721,CEDAR BAYOU 4,,7705 WEST BAY ROAD,ELDON,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,411001,,2013,U.S. EPA GHG Reporting Program,,1389
MRCSP,1000734,1.10E+11,221112,,-74.25921133,39.70589803,CEDAR ENERGY STATION,,RT 9,CEDAR RUN,NEW JERSEY,NJ,,,ELECTRICITY,"C,D",Power Plants,,15518,,2013,U.S. EPA GHG Reporting Program,,1390
SECARB,1004128,1.10E+11,562212,,-84.203183,33.078901,CEDAR GROVE LANDFILL,,172 ROGER BROWN DR.,BARNESVILLE,GEORGIA,GA,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1391
PCOR,1001766,1.10E+11,562212,,-91.6531188,41.96383265,CEDAR RAPIDS/LINN COUNTY SOLID WASTE AGENCY SITE #1,,2250 A STREET SW,CEDAR RAPIDS,IOWA,IA,,,WASTE MANAGEMENT,"C,HH",Waste,,131,,2013,U.S. EPA GHG Reporting Program,,1392
PCOR,1001949,1.10E+11,562212,,-91.58643679,42.04443767,CEDAR RAPIDS/LINN COUNTY SOLID WASTE AGENCY SITE #2,,1954 COUNTY HOME ROAD ,MARION,IOWA,IA,,,WASTE MANAGEMENT,"C,HH",Waste,,92,,2013,U.S. EPA GHG Reporting Program,,1393
SECARB,1004750,1.10E+11,562212,,-81.800572,27.891566,CEDAR TRAILS CLASS III,,2500 STATE ROAD 60 WEST,BARTOW,FLORIDA,FL,,,WASTE MANAGEMENT,"C,HH",Waste,,0,,2013,U.S. EPA GHG Reporting Program,,1394
SECARB,1002085,1.10E+11,562212,,-97.568,27.63367,CEFE VALENZUELA LANDFILL,,2397 COUNTY ROAD 20,BISHOP,TEXAS,TX,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1395
SECARB,1003300,1.10E+11,325221,,-80.76293321,37.34510732,CELANESE ACETATE LLC - MANUFACTURING PROCESSES,,3520 VIRGINIA AVENUE,NARROWS,VIRGINIA,VA,,,INDUSTRIAL,"C,TT","Other,Waste",,922282,,2013,U.S. EPA GHG Reporting Program,,1396
MRCSP,1008004,1.10E+11,562212,,-84.55706458,40.54383778,CELINA LANDFILL,,6141 DEPWEG ROAD,CELINA,OHIO,OH,,,WASTE MANAGEMENT,"C,HH",Waste,,26,,2013,U.S. EPA GHG Reporting Program,,1397
PCOR,1003607,1.10E+11,322121,,-91.08546,45.462425,"CELLU TISSUE CITYFOREST, LLC, DBA CLEARWATER PAPER - LADYSMITH",,1215 E WORDEN AVE,LADYSMITH,WISCONSIN,WI,,,INDUSTRIAL,C,Pulp and Paper,,30014,,2013,U.S. EPA GHG Reporting Program,,1398
PCOR,1003741,1.10E+11,322121,,-88.4742,44.1948,"CELLU TISSUE CORPORATION NEENAH, DBA CLEARWATER PAPER - NEENAH",,249 N LAKE ST,NEENAH,WISCONSIN,WI,,,INDUSTRIAL,C,Pulp and Paper,,36528,,2013,U.S. EPA GHG Reporting Program,,1399
WESTCARB,1000518,1.10E+11,221112,,-118.1047121,33.92970488,CENTER GENERATING STATION,,10639 FIRESTONE BLVD,NORWALK,CALIFORNIA,CA,,,ELECTRICITY,D,Power Plants,,11211,,2013,U.S. EPA GHG Reporting Program,,1400
SWP,1002244,1.10E+11,562212,,-96.647746,35.543891,CENTERPOINT LANDFILL,,101422 SOUTH 3570 ROAD,PRAGUE,OKLAHOMA,OK,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1401
SECARB,1002899,1.10E+11,562212,,-82.38694025,27.19682497,CENTRAL COUNTY SOLID WASTE DISPOSAL COMPLEX,,4000 KNIGHTS TRIAL ROAD,NOKOMIS,FLORIDA,FL,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1402
MRCSP,1008022,1.10E+11,562212,,-84.54464,38.352264,CENTRAL KENTUCKY LANDFILL,,493 DOUBLE CULVERT ROAD,GEORGETOWN,KENTUCKY,KY,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1403
SWP,1003237,1.10E+11,486210,,-96.9476575,33.38278585,CENTRAL COMPRESSOR STATION,,9105 FM 1385,PILOT POINT,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,24091,,2013,U.S. EPA GHG Reporting Program,,1404
SECARB,1007707,1.10E+11,562212,,-89.59375,30.7097,CENTRAL LANDFILL,,8800 HIGHWAY 11 NORTH,MCNEILL,MISSISSIPPI,MS,,,WASTE MANAGEMENT,HH,Waste,,,,2013,U.S. EPA GHG Reporting Program,,1405
SWP,1004824,1.10E+11,211111,,-107.7636317,39.97774829,CENTRAL TREATING FACILITY,,,MEEKER,COLORADO,CO,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,116967,,2013,U.S. EPA GHG Reporting Program,,1406
MRCSP,1002480,1.10E+11,562212,,-83.75262432,40.36344778,CHEROKEE RUN LANDFILL,,2946 US 68 NORTH,BELLEFONTAINE,OHIO,OH,,,WASTE MANAGEMENT,"C,HH",Waste,,4,,2013,U.S. EPA GHG Reporting Program,,1438
MRCSP,1011173,1.10E+11,486210,,-77.725,40.88008,"CENTRE STATION - DOMINION TRANSMISSION, INC",,670 WITHERITE RD,PLEASANT GAP,PENNSYLVANIA,PA,,,PETROLEUM/NATURAL GAS,"C,W-NGTC",Petroleum and Natural Gas Systems,,28570,,2013,U.S. EPA GHG Reporting Program,,1407
PCOR,1004385,1.10E+11,327310,,-94.4173,39.1441,CENTRAL PLAINS CEMENT COMPANY LLC,,2200 N. COURTNEY ROAD,SUGAR CREEK,MISSOURI,MO,,,CEMENT PLANT,"C,H",Minerals,,757585,31088,2013,U.S. EPA GHG Reporting Program,,1408
BSCSP,1007310,1.10E+11,221112,,-122.8580147,46.75580557,CENTRALIA,,913 BIG HANAFORD RD,CENTRALIA,WASHINGTON,WA,,,ELECTRICITY,"C,D",Power Plants,,7488677,,2013,U.S. EPA GHG Reporting Program,,1409
SWP,1004301,1.10E+11,211111,,-102.46535,30.87691,CENTURY GAS PLANT,,2301 PUCKETT ROAD,FORT STOCKTON,TEXAS,TX,,,PETROLEUM/NATURAL GAS,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",,16457,,2013,U.S. EPA GHG Reporting Program,,1410
MRCSP,1010106,1.10E+11,213113,,-81.015124,39.89493,CENTURY MINE,,43521 MAYHUGH HILL ROAD,BEALLSVILLE,OHIO,OH,,,MINING,FF,Other,,,,2013,U.S. EPA GHG Reporting Program,,1411
MRCSP,1001396,1.10E+11,221112,,-82.53378281,38.36819045,CEREDO GENERATING STATION,,1662 WALKER BRANCH ROAD,HUNTINGTON,WEST VIRGINIA,WV,,,ELECTRICITY,"C,D",Power Plants,,26997,,2013,U.S. EPA GHG Reporting Program,,1412
SECARB,1009491,1.10E+11,327993,,-83.3618938,33.98177651,CERTAINTEED CORPORATION,,425 ATHENA DR,ATHENS,GEORGIA,GA,,,INDUSTRIAL,"C,N",Minerals,,35363,,2013,U.S. EPA GHG Reporting Program,,1413
WESTCARB,1011207,1.10E+11,327420,,-115.38215,36.04857,CERTAINTEED GYPSUM,,13500 BLUE DIAMOND HIGHWAY,LAS VEGAS,NEVADA,NV,,,CEMENT PLANT,C,Minerals,,27001,,2013,U.S. EPA GHG Reporting Program,,1414
SWP,1004499,1.10E+11,211111,,-107.9531933,36.34881778,CHACO GAS PLANT,,,BLOOMFIELD,NEW MEXICO,NM,,,PETROLEUM/NATURAL GAS,"C,W-PROC",Petroleum and Natural Gas Systems,,421135,,2013,U.S. EPA GHG Reporting Program,,1415
MRCSP,1000649,1.10E+11,221112,,-76.68771679,38.54582227,CHALK POINT,,PO 10,AQUASCO,MARYLAND,MD,,,ELECTRICITY,D,Power Plants,,2929050,,2013,U.S. EPA GHG Reporting Program,,1416
MRCSP,1000148,1.10E+11,221112,,-77.65577241,39.94847796,CHAMBERSBURG UNITS 12 & 13,,ALLEMAN ROAD,CHAMBERSBURG,PENNSYLVANIA,PA,,,ELECTRICITY,D,Power Plants,,22105,,2013,U.S. EPA GHG Reporting Program,,1417
PCOR,1000717,1.10E+11,221112,,-91.7739,38.6781,CHAMOIS POWER PLANT,,9321 HIGHWAY 100,CHAMOIS,MISSOURI,MO,,,ELECTRICITY,"C,D",Power Plants,,291878,,2013,U.S. EPA GHG Reporting Program,,1418
SWP,1003211,1.10E+11,213112,,-95.31025717,34.8350412,CHANDLER COMPRESSOR STATION/WILBURTON COMPRESSOR STATION,,1503 SW 1050TH AVENUE,WILBURTON,OKLAHOMA,OK,,,PETROLEUM/NATURAL GAS,"C,W-PROC,W-NGTC",Petroleum and Natural Gas Systems,,58160,,2013,U.S. EPA GHG Reporting Program,,1419
SECARB,1001408,1.10E+11,221112,,-95.23392229,29.71589734,CHANNEL ENERGY CENTER,,451 LIGHT COMPANY ROAD,PASADENA,TEXAS,TX,,,ELECTRICITY,"C,D",Power Plants,,1202144,,2013,U.S. EPA GHG Reporting Program,,1420
SECARB,1009560,1.10E+11,212112,,-82.604399,36.970042,EMC #9,,5703 CRUTCHFIELD DRIVE,NORTON,VIRGINIA,VA,,,MINING,FF,Other,,,,2013,U.S. EPA GHG Reporting Program,,1421
SECARB,1007323,1.10E+11,221112,,-95.12135677,29.83695463,CHANNELVIEW COGENERATION FACILITY,,8580 SHELDON ROAD,HOUSTON,TEXAS,TX,,,ELECTRICITY,D,Power Plants,,3241348,,2013,U.S. EPA GHG Reporting Program,,1422
SWP,1005778,1.10E+11,221112,,-95.45941811,37.69845529,CHANUTE 2,,1415 N GARFIELD,CHANUTE,KANSAS,KS,,,ELECTRICITY,"C,D",Power Plants,,1314,,2013,U.S. EPA GHG Reporting Program,,1423
SECARB,1001499,1.10E+11,221112,,-81.9229318,28.04918736,CHARLES LARSEN MEMORIAL POWER PLANT,,2002 E RD 92,LAKELAND,FLORIDA,FL,,,ELECTRICITY,"C,D",Power Plants,,1012,,2013,U.S. EPA GHG Reporting Program,,1424
SECARB,1001418,1.10E+11,221112,,-87.91038311,31.48863293,CHARLES R LOWMAN,,CARSON ROAD,LEROY,ALABAMA,AL,,,ELECTRICITY,D,Power Plants,,1963932,,2013,U.S. EPA GHG Reporting Program,,1425
